kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,bentuk_bangunan,sumber_biaya,peruntukkan_lahan,kepemilikkan,pemberi_Wakaf,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Utara,Cilincing,Marunda,Musholla Subulus Salam,Kp. Bambu Kuning Rt. 001/02,Mursam,Wakaf,2005,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Marwiyah,Kp. Sungai Tiram Rt. 012/02,Supriyanto,Wakaf,2004,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Jahroh,Jl. Sarang Bangao Rt. 006/04,Drs. M. Nurhalim,Wakaf,2003,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Nurul Huda,Jl. Sarang Bangao Rt.004/05,H. Sain,Wakaf,2000,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Ikhlas,Jl. Sungai Kendal (Armain) Rt. 008/05,H. Arbih,Wakaf,1999,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Hidayah,Jl. Marunda Rt. 003/04,Jasid,Wakaf,1998,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Hayatudin,Jl. Sarang Bangao Rt. 007/05,Sukmo,Wakaf,1997,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Abdul Jabar,Kp. Sungai Tiram,Sarmanih,Wakaf,1995,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Nur Iman,Jl. Marunda Baru Rt. 007/06,Kaimin,Wakaf,1994,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Hidayah,Kp. Marunda Makmur Rt. 005/01,H. Rosba,Wakaf,1992,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Rohaniyah,Kp. Bidara Rt.001/01,H. Topik,Wakaf,1984,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Nurul Falah,Jl. Marunda Pulo Rt. 001/07,Hasbunaloh,Wakaf,1980,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Miptahul Janah,Jl. Marunda Kongsi Rt. 004/07,M. Yasin,Wakaf,1970,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Roydatul Aitam,Jl. Sungai Tiram Rt. 008/06,H. Hasim,Wakaf,,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Takwa,Kp. Marunda Makmur Rt. 005/01,Namin,Wakaf,,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Mubarok,Kp. Bulok Turi Rt. 007/01,Nasar,Wakaf,,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Abu Tholib ,Jl. Marunda Baru No.5 Rt.007/06,Ramat Tulloh ,Wakaf,,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Mujahidin,Kp. Marunda Makmur Rt. 008/01,Suroso,Wakaf,,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Musholla Al Rahmatulloh,Jl. Bulak Turi Rt. 009/07,Amat,,1996,,,,,,,,,
Jakarta Utara,Cilincing,Marunda,Gereja HKBP,Rusun Marunda Rw.07,,,,,,,,,,,,
Jakarta Utara,Cilincing,Rorotan,Musholla Al-Alamin,Jl. Rorotan Rt. 005/07,H. Hafides,Hak Milik,1955,Permanen,,,,,,60,200,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Iman,Jl. Rorotan Rt. 007/05,M. Idris,Hak Milik,1996,Permanen,,,,,,70,90,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Ma'unatul Ahmadiyah,Jl. Rorotan Rt. 017/07,H. Amad,Hak Milik,1997,Permanen,,,,,,80,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Al-Irsyad,Jl. Rorotan Rt. 007/05,HA. Arsyad,Hak Milik,1983,Permanen,,,,,,80,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Al-Wanun Niyah,Jl. Rorotan Rt. 0074/07,H. Mulki,Hak Milik,1993,Permanen,,,,,,100,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Aryahul Mujohirin,Jl. Rorotan Rt. 001/07,Syamsudin. HA,Hak Milik,1975,Permanen,,,,,,100,130,
Jakarta Utara,Cilincing,Rorotan,Musholla Darul Karim,Jl. Rorotan Rt. 006/07,"Ustad Zakaria, S.Ag",Wakaf,1948,Permanen,,,,,,100,36,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Huda,Rt. 011/04,Abdul Sobur,Wakaf,1945,Permanen,,,,,,100,200,
Jakarta Utara,Cilincing,Rorotan,Musholla As-Sugiyah,Jl. Rorotan Rt. 002/08,H. Us'man,Hak Milik,1954,Permanen,,,,,,105,105,
Jakarta Utara,Cilincing,Rorotan,Musholla Al-Hikmah,Perum Green Garden Blok C Rt. 003/03,"H.Muslimin, Yudi Haris",Hak Milik,1950,Permanen,,,,,,112,150,
Jakarta Utara,Cilincing,Rorotan,Musholla Imanuddin,Jl. Rorotan Rt. 003/06,H. M. Yasin,Hak Milik,1993,Permanen,,,,,,130,150,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Hidayah,Jl. Rorotan Rt. 007/07,Marzuki,Hak Milik,1960,Permanen,,,,,,150,300,
Jakarta Utara,Cilincing,Rorotan,Musholla Subulul jihad,Jl. Malaka I Rt. 004/12,H. Arsyad,Negara,,Permanen,,,,,,150,250,
Jakarta Utara,Cilincing,Rorotan,Musholla An-Nur,Jl. Rorotan Rt. 005/08,H. Mursalih,Adat,1962,Permanen,,,,,,155,150,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Abror,Jl. Rorotan Rt. 008/08,KH. M. Sopri,SHM,1961,Permanen,,,,,,155,200,
Jakarta Utara,Cilincing,Rorotan,Musholla Al-Mujahidin,Jl. Rorotan Rt. 006/06,Syarih,Hak Milik,1980,Permanen,,,,,,180,200,
Jakarta Utara,Cilincing,Rorotan,Musholla Al-Marin,Jl. Rorotan Rt. 006/07,H. Mursalim,Hak Milik,1970,Permanen,,,,,,200,350,
Jakarta Utara,Cilincing,Rorotan,Musholla Mustamir,Jl. Rorotan Rt. 005/06,Drs. H. Junardi,Hak Milik,1950,Permanen,,,,,,200,250,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Ikhlas,Jl. Rorotan IX Rt. 004/07,Muh Yamin,Wakaf,1947,Permanen,,,,,,200,80,
Jakarta Utara,Cilincing,Rorotan,Musholla As-Sa'adah,Jl. Rorotan Rt. 011/06,Abd.Wadud,Wakaf,1957,Permanen,,,,,,220,150,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Huda,Jl. Rorotan Rt. 004/05,H. M. Nur,Negara,1981,Permanen,,,,,,250,900,
Jakarta Utara,Cilincing,Rorotan,Masjid Al Qomariah,Karang Tengah Jl. Rorotan VIII Rt. 008/08,"H. Muhtar Sahidin, S.Pd",Adat,1993,Permanen,,,,,,272,600,
Jakarta Utara,Cilincing,Rorotan,Musholla Al-Ittihad,Rt. 018/06,Trimo Triyono,Wakaf,1982,Permanen,,,,,,275,150,
Jakarta Utara,Cilincing,Rorotan,Masjid Ni'matul Jihad,Jl. Kp. Malaka III Rorotan,H. Abd. Halim,Hak Milik,1990,Permanen,,,,,,280,800,
Jakarta Utara,Cilincing,Rorotan,Masjid Tanwirul Islam,Jl. Malaka HB  Rt. 005/06,Zainal Abidin,Hak Milik,2001,Permanen,,,,,,300,357,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami Nurul Anam,Jl. Kp. Malaka II Rt. 001/05 ,H. Kurtubi,Hak Milik,1985,Permanen,,,,,,300,300,
Jakarta Utara,Cilincing,Rorotan,Masjid Nurus Sa'adah,Jl. Kp. Malaka I Rorotan,H. M. Bakri,Hak Milik,1992,Permanen,,,,,,350,850,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami Al-Mujahidin,Jl. Malaka HB IV Rt. 009/06,H.A.Rohidi Usman,Wakaf,1970,Permanen,,,,,,370,700,
Jakarta Utara,Cilincing,Rorotan,Masjid Al-Hikmah,Jl. Malaka Bulak Rt.012/12,,Wakaf,1995,Permanen,,,,,,400,500,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami Ar-Roghibin,Jl. Rorotan IX Rt. 006/07,H. Mursalim,Sertifikat,1973,Permanen,,,,,,440,360,
Jakarta Utara,Cilincing,Rorotan,Masjid Al-Abror,Jl. Rorotan III Rt. 006/10,H. Sayadi,Wakaf,1974,Permanen,,,,,,450,1609,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami At-Taqwa,Kp. Karang Tengah Rt.001/09,"Ust. Ubaidillah,S.Ag",Hak Milik,1975,Permanen,,,,,,484,500,
Jakarta Utara,Cilincing,Rorotan,Masjid Al-Khoiriyah,Jl. Karang Kendal,Abd. Rahman,Hak Milik,1976,Permanen,,,,,,500,400,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami At-Taqwa,Jl. Rorotan II Rt. 001/04,"Ustad H. Amir Husni,Spd",Hak Milik,1976,Permanen,,,,,,520,1200,
Jakarta Utara,Cilincing,Rorotan,Gereja AKBP,Jl. G. Garden  Rt.005/03,,,,,,,,,,,,
Jakarta Utara,Cilincing,Rorotan,Masjid At Taufik,Asr.Polri Rorotan Rt.012,Hartanto,Hak Guna Bangunan,,,,,,,,,180,
Jakarta Utara,Cilincing,Rorotan,Musholla At Taufik,Jl. Rorotan XII Rt. 004/07,Sugiantoro,Hak Guna Bangunan,,,,,,,,,64,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Anwariyah,Kav. Pratama Rt. 009/05,H. Idris,Milik,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Ijtihad,Malaka II Rt.011/05,H.Abd.Fatah,Milik,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Daarul Uluum,Rt. 011/10(SDN 02),Endang W,Pemda,,,,,,,,,72,
Jakarta Utara,Cilincing,Rorotan,Musholla Syariful Ilmi,Rt. 011/10(SMP 200),"Suhada,S.Ag",Pemda,,,,,,,,,120,
Jakarta Utara,Cilincing,Rorotan,Musholla Muh. Al Hikmah,Rt.001/08,"Drs. Miat, M.Si",SHM,,,,,,,,,200,
Jakarta Utara,Cilincing,Rorotan,Masjid Al Inayah,Rt. 003/08,H. Madani,SHM,,,,,,,,,170,
Jakarta Utara,Cilincing,Rorotan,Musholla Assubhiyah,Kp. Karang Kendal Rt.002/08,H. Muhadih,SHM,,,,,,,,,117,
Jakarta Utara,Cilincing,Rorotan,Masjid Ibrotul Malahien,Kav. Pratama Rt. 009/05,Drs. H. Moh. Afifi,Wakaf,,,,,,,,,250,
Jakarta Utara,Cilincing,Rorotan,Musholla Suhada,Rt. 003/04,Edo Rosidi,Wakaf,,,,,,,,,400,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Janah,Rt.017/07,Frendy,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Ichsan,Rt. 019/07,H. Buchori,Wakaf,,,,,,,,,64,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Husna,Rt. 004/06,H. Hasbulloh,Wakaf,,,,,,,,,120,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Fajir,Rt. 009/06,H. Hasbulloh,Wakaf,,,,,,,,,250,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Wathoniyah 43,Rt. 001/10,H. Madinah,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Imanuddin,Rt. 003/06,H. Madyasin,Wakaf,,,,,,,,,150,
Jakarta Utara,Cilincing,Rorotan,Musholla Nuzwatul Muttaqin,Rt. 015/06,H. Ma'mun,Wakaf,,,,,,,,,200,
Jakarta Utara,Cilincing,Rorotan,Musholla Ar Rahman,Rt. 014/07,H. Rosjid,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Masjid Nurul Iman,Perum Green Garden Jl. Angelia Rt.009/01,"H. Sirojudin, H.Bahrudin",Wakaf,,,,,,,,,400,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Muttahida,Jl. Malaka III HB,H.Said,Wakaf,,,,,,,,,130,
Jakarta Utara,Cilincing,Rorotan,Musholla Ar Rohmah,Kp. Karang Tengah Rt. 001/09,Ibu Juleha,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Ar Ruhaniyah,Rt. 004/08,Jahruddin,Wakaf,,,,,,,,,140,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Ihwan,Jl. Rorotan IX Rt. 010/07,Panut Sugiantoro,Wakaf,,,,,,,,,60,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Istiqomah,Rt. 002/06,Sar'i,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Baiturrahman,Jl. Malaka Raya Rt.008/11,Soleh,Wakaf,,,,,,,,,80,
Jakarta Utara,Cilincing,Rorotan,Masjid Al Kautsar,Perum Green Garden Blok B Rw. 02,Syaiful Hadi,Wakaf,,,,,,,,,900,
Jakarta Utara,Cilincing,Rorotan,Masjid Nurul Huda,Jl. Rorotan VI Rt. 004/05,Syamsul Bahri,Wakaf,,,,,,,,,300,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Wathoniyah,Rt. 019/07,"Ust. Sahrusri,SH",Wakaf,,,,,,,,,72,
Jakarta Utara,Cilincing,Rorotan,Musholla Daarul Hayaat,Jl. Malaka Raya Rt.003/11,,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Rodotul Mu'minin,Jl. Malaka Bulak Rt.013/12,,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Nurul Ikhlas,Jl. Malaka Bulak Rt.014/12,,Wakaf,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Mujahidin,Jl. Malaka I Rt. 011/12,,Wakaf,,,,,,,,,150,
Jakarta Utara,Cilincing,Rorotan,Musholla Ar Rohmaniyah,Jl. Malaka I Rt. 005/12,,Wakaf,,,,,,,,,150,
Jakarta Utara,Cilincing,Rorotan,Musholla Ar Ridho,"Jl, Malaka I Rt. 009/12",,Wakaf,,,,,,,,,150,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami Nurus'saadah,Jl. Malaka I Rt. 004/12,,Wakaf,,,,,,,,,500,
Jakarta Utara,Cilincing,Rorotan,Masjid Nurul Muhajirin,Jl. Malaka Raya Rt.005/11,,Wakaf,,,,,,,,,600,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Hidayah,Perum Malaka Permai,H. Gufron,Warga,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Musholla Daarul Uluum,Rt. 019/07(SDN 02 Pagi),Guru Agama,,,,,,,,,,48,
Jakarta Utara,Cilincing,Rorotan,Musholla Syariful Ilmi,Rt. 019/07(SMP 200),Guru Agama,,,,,,,,,,100,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami Nurul Iman,JL.Malaka HB IV Rt. 016/06 Perum Green Malaka,H. Abbas DM,,,,,,,,,,,
Jakarta Utara,Cilincing,Rorotan,Masjid Jami Ni'matul Jihad,Jl. Malaka H. Bandan Rt. 003/06,H. Abd. Salam Amir,,,,,,,,,,,
Jakarta Utara,Cilincing,Rorotan,Masjid Al Manal,Jl.Tambun Rengas Rt.001/07 N0.1,"H.Zulkarnain,S.Ag. M.HUM",,,,,,,,,,70,
Jakarta Utara,Cilincing,Rorotan,Musholla Al Hidayah,Rt. 016/07,Ust. Afifudin,,,,,,,,,,54,
Jakarta Utara,Cilincing,Rorotan,Masjid Atholibin,Mts Negeri 38Rt. 019/07,"Ustd.Muchilisin,Sag",,,,,,,,,,224,
Jakarta Utara,Cilincing,Semper Barat,Musholla Miftahul Jannah,Jl. Tipar Cakung XII Rt. 006/05,Kariyan,Wakaf,1979,Permanen,,,,,,20,75,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al Ukhuwah,Jl. Dukuh Utara Rt. 001/15 No. 26,Ahmad Elsa,Wakaf,,,,,,,,20,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Jadid,Jl. Gg IV Blok R Rt.009/08,Khotob,Wakaf,,,,,,,,20,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Mukaromah,Jl. Gg. II Blok R Rt. 004/08,Suharto,Wakaf,1992,Permanen,,,,,,24,50,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Hidayah,Jl. Pepaya Raya IV Rt. 007/16 No.11,Hamsismar,Wakaf,1990,Permanen,,,,,,24,24,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al Ihkmah,Jl. Pepaya VI Blok S Rt.002/15 No. 23,H. Sudarsono,Wakaf,,,,,,,,25,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al Muttaqin,Jl. Gg. IV Blok F No.14 Rt. 014/07,Ibu Sa'adah,Wakaf,,,,,,,,25,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Ar-Rahman,Jl. Gg. IV Blok F No. 14 Rt.009/07,Wasan,Wakaf,1979,Permanen,,,,,,28,100,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Iman,Jl. Pepaya Raya V Rt. 005/16 No.25,Untung slamet,Wakaf,,,,,,,,28,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nur Assolafiah,Jl. Gg. I Blok F No. 21 Rt. 002/07,H. Hasan Basri,Hak Milik,,,,,,,,30,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Muttaqin,Jl. Pepaya I Rt. 013/16,Rahman,Wakaf,1992,Permanen,,,,,,40,50,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Hikmah,Jl. H. Suit Kp. Kurus Rt. 007/06,H. Ahmad S.,Wakaf,1985,Permanen,,,,,,40,45,
Jakarta Utara,Cilincing,Semper Barat,Musholla Darul Mukminin,Jl. Pepaya Raya II Rt. 011/16 No. 3,Minggu,Wakaf,1985,Permanen,,,,,,40,70,
Jakarta Utara,Cilincing,Semper Barat,Musholla At-Taubah,Jl. Kesemek Terusan Rt.001/14 No. 12A,H. Daribi,Wakaf,1978,Permanen,,,,,,40,80,
Jakarta Utara,Cilincing,Semper Barat,Musholla Miftahul Jannah,Jl. Gg. 7 Blok R Rt. 011/08,Ilam Karta,Negara,1970,Permanen,,,,,,42,60,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Ubuddyah,Jl. Pepaya II Rt. 011/16,Budiman,Wakaf,1978,Permanen,,,,,,42,50,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Hidayah,Jl. Dukuh Utara Rt. 006/15,Endjang,Negara,1975,Permanen,,,,,,48,50,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Falah,Jl. Belimbing Terusan Rt. 016/08,H. Hilman,Wakaf,1996,Permanen,,,,,,48,85,
Jakarta Utara,Cilincing,Semper Barat,Musholla Majmaul Muslimin,Jl. Gg. I Blok X Rt. 002/12,Rohman,Wakaf,1973,Permanen,,,,,,48,55,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al Fatah,Jl. Tipar Timur Blok G Rt. 013/04,Subroto,Wakaf,,Permanen,,,,,,48,,
Jakarta Utara,Cilincing,Semper Barat,Musholla As-Sa'adah,Jl. Dukuh Timur Rt.006/14,M. Dani ,Hak Milik,1982,Permanen,,,,,,49,55,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al Akhiriyah,Jl. Gg. I Blok C Rt. 002/13,H. Samalin,Wakaf,,,,,,,,49,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Siroful Mufrodin,Jl. Gg. 8 Blok R No.16 Rt. 014/08,Ustad Ahyar,Wakaf,1991,Permanen,,,,,,50,100,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Muhtadin,Jl. Gg. III Blok C Rt. 005/13,H. Burso,Wakaf,1978,Permanen,,,,,,50,60,
Jakarta Utara,Cilincing,Semper Barat,Musholla Miftahul Jannah,Jl. Tipar Cakung Dinas Kebersihan Rt. 003/03 No.22,Zainaudin K.,Wakaf,1979,Permanen,,,,,,56,50,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Musyawarah,Jl. Semper Barat Rt. 007/05,H. Yakub,Hak Milik,1974,Permanen,,,,,,60,65,
Jakarta Utara,Cilincing,Semper Barat,Musholla Baitut Taqwa,Jl. Semper Barat Rt. 010/14,H. Jatim,Negara,1992,Permanen,,,,,,60,60,
Jakarta Utara,Cilincing,Semper Barat,Musholla As-Solihin,Jl. Semper Barat Rt. 009/10,Turmudi,Negara,1978,Permanen,,,,,,60,75,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Hikmah,Jl. Kav. Tipar Timur Rt. 014/04 No. 53,Supandi,Wakaf,1972,Permanen,,,,,,60,60,
Jakarta Utara,Cilincing,Semper Barat,Musholla Darul Hikmah,Jl. Tipar Selatan XII Rt. 010/05 No. 1,Wasib,Hak Milik,1991,Permanen,,,,,,64,80,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Istiqomah,Jl. S. Progo I Rt. 007/01 No. 243,Suwandi,Wakaf,1983,Permanen,,,,,,65,50,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Ijtihad,Jl. S. Kapuas II Rt. 016/01 No. 765,M. Muhaemin,Wakaf,,Permanen,,,,,,65,100,
Jakarta Utara,Cilincing,Semper Barat,Musholla Babur Rohmah,Jl. Semper Barat Rt. 006/06,H. Wajihun,Hak Milik,1975,Permanen,,,,,,70,74,
Jakarta Utara,Cilincing,Semper Barat,Musholla Uswatun Hasanah,Jl. Semper Barat Rt. 011/13,Kasmad,Negara,1972,Permanen,,,,,,70,75,
Jakarta Utara,Cilincing,Semper Barat,Musholla Ar Ridho,Jl. Sungai Mahakam I Rt. 011/01 No. 411,Zainal,Hak Milik,,,,,,,,70,,
Jakarta Utara,Cilincing,Semper Barat,Musholla At-Taqwa,Jl. Beting Asam Rt. 009/09,Mugenih,Wakaf,1993,Permanen,,,,,,84,100,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Qur'an,Jl. S. Kampar XI Rt. 014/01,Muzid,Wakaf,,,,,,,,90,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Huda,Jl. Gg. III Blok F No. 12 Rt.007/07,Waryadi,Hak Milik,1991,Permanen,,,,,,100,100,
Jakarta Utara,Cilincing,Semper Barat,Masjid Al-Hidayah,Jl. Sungai Indragiri Raya Rt. 012/01,H.MH. Rohmat,Wakaf,1997,Permanen,,,,,200,100,200,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Iman,Jl. Beting Asam Rt. 012/09,Bahrum S.,Wakaf,1992,Permanen,,,,,,100,65,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Muksinin,Jl. Gg. IV Blok F No. 14 Rt. 011/07,H. M. Hasan,Wakaf,1990,Permanen,,,,,,100,90,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Ikhlas,Jl. Tipar Timur Rt. 015/04 No. 16,Tapsir,Wakaf,1989,Permanen,,,,,,100,100,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Ikhlas,Jl. Tipar Selatan XII Rt. 010/05,Maskur,Wakaf,1986,Permanen,,,,,,100,70,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Fadilah,Jl. Gg V Blok C No. 21 Rt. 009/13,HM Nurudin,Wakaf,1978,Permanen,,,,,,100,70,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Munawaroh,Jl. A Gg. V Blok X Rt. 011/12,Udin,Wakaf,1973,Permanen,,,,,,100,50,
Jakarta Utara,Cilincing,Semper Barat,Musholla Darurrahman,Jl. H. Suib Kp. Kurus Rt. 006/06,H. Kasim,Hak Milik,,,,,,,,100,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Hidayah,Jl. Gg. Pipit III Rt.009/10 No. 13,Masnur,Wakaf,,,,,,,,100,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Barkah,Jl. Tipar Timur Rt. 013/04 No. 53,Japar S.,Wakaf,1973,Permanen,,,,,,102,28,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nihayatul Zanah,Jl. Kp. Kandang Rt. 009/04 No. 1A,M. Zein,Wakaf,,,,,,,,108,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al Istiqomah,Jl. Tipar Selatan Rt. 009/05 No. 19,H. Maksum,Wakaf,1978,Permanen,,,,,,120,60,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Ikhlas,Jl. S. Kampar XI Ujung Rt. 018/01,Dovir,Wakaf,1976,Permanen,,,,,,120,360,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Ikhlas,Jl. Gg. II Blok X Rt. 005/12 ,H. Mustofa,Wakaf,,,,,,,,149,,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Islam,Jl. Gg. III /R Rt. 018/08,H. Rafli,Wakaf,1992,Permanen,,,,,,150,320,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al-Hidayah,Jl. Kp. Kandang Rt. 008/04,H. Soleh,Wakaf,1978,Permanen,,,,,,150,75,
Jakarta Utara,Cilincing,Semper Barat,Masjid At-Taqwa,Jl. Dukuh Utara Rt. 009/14,H. Ruslan J,Wakaf,1959,Permanen,,,,,300,150,200,
Jakarta Utara,Cilincing,Semper Barat,Musholla Al Falah,Jl. Kebun Baru Metros Rt.013/10,Taufik,Wakaf,,,,,,,,150,,
Jakarta Utara,Cilincing,Semper Barat,Musholla At-Taufiq,Jl. Tipar Timur Rt. 010/04,Sidiq,Wakaf,1978,Permanen,,,,,,160,12,
Jakarta Utara,Cilincing,Semper Barat,Musholla Nurul Bashar,Jl. Tipar Cakung XII Rt. 010/05,Abd. Rojak,Wakaf,1993,Permanen,,,,,,180,200,
Jakarta Utara,Cilincing,Semper Barat,Masjid Raudatus Solihin,Jl. Kramat Jaya Blok R. Gg IV Rt. 007/08,IR. Diding W.,Wakaf,1986,Permanen,,,,,200,200,200,
Jakarta Utara,Cilincing,Semper Barat,Musholla Hayatul Qolbi,Jl. Gg. II Blok F No. 12 Rt. 009/07,Mat Ali,Wakaf,,,,,,,,200,,
Jakarta Utara,Cilincing,Semper Barat,Masjid Ar-Rohmah,Jl. Sungai Bondowonto Rt. 009/01,H. Sarifudin,Wakaf,1984,Permanen,,,,,200,225,150,
Jakarta Utara,Cilincing,Semper Barat,Masjid Raudatul Jannah,Blok E Gg.VI Rw.07,Syarif,Wakaf,1986,Permanen,,,,,100,250,300,
Jakarta Utara,Cilincing,Semper Barat,Masjid Baitul Makmur,Jl. Semper Barat Rw. 06,DRS. HM. Zein,Wakaf,1983,Permanen,,,,,200,250,200,
Jakarta Utara,Cilincing,Semper Barat,Masjid As Syuhada,Jl. Kampung Kurus Rw. 06,Ustad Abd.Ma,Wakaf,1982,Permanen,,,,,150,275,800,
Jakarta Utara,Cilincing,Semper Barat,Masjid Al-Mutahirin,Jl. Kamp. Beting Rt. 005/09,H. A. Sayuti,Wakaf,1985,Permanen,,,,,250,300,30,
Jakarta Utara,Cilincing,Semper Barat,Masjid Al-Iklas,Kebon Baru Rt. 006/10,Sakiman,Wakaf,1985,Permanen,,,,,200,300,250,
Jakarta Utara,Cilincing,Semper Barat,Masjid Baitul Taqwa,Jl. Kesemek Lorong 6 Rt. 010/14,H. Dullah,Wakaf,1968,,,,,,150,300,,
Jakarta Utara,Cilincing,Semper Barat,Masjid Nurul Jannah,Jl. Semper Barat Blok C/IV Rt. 008/13,H. Harun,Wakaf,1978,Permanen,,,,,100,350,195,
