kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,bentuk_bangunan,sumber_biaya,peruntukkan_lahan,kepemilikkan,pemberi_Wakaf,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Baitur Rahman,Jl. Bakti Gg. VIII,Kandar Boeman,Hak Milik,1966,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Sirotul Mustaqim,Jl. Sungai Bambu Rt. 006/08,DR.H. Asep Habib,Hak Milik,,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Miftahul Huda,Jl. Papanggo Rt. 009/ 09, Sutrisno,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al Huda,Jl. Papanggo Rt. 002/ 09,A. Soelemen,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Darus Salam,Jl. Papanggo Rt. 004/ 08,Abd. Ruzak,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al Muhajrin,Jl. Papanggo Rt. 011/08,Carwadi,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Jamiataus Sholihah,Jl. Gembira Trsh/ Rt. 011/07,Medi,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla An Syarulloh,Jl. Papanggo Rt. 001/ 09,Sukarsa,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla As Salam ,Jl. Papanggo Rt. 001/ 01,Supangat,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Islam,Sunter Agung Rt. 014/01,M. Rahmat,Hak Milik,,Permanen,,,,,,30,30,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Al-Hidayah,Sunter Agung Rt. 002/09,Hamdani,Hak Milik,,Permanen,,,,,,48,48,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Baitul Rohman,Sunter Agung Rt. 003/01,Slamet,Hak Milik,1987,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Falah,Sunter Agung Rt. 010/01,Supandi,Hak Milik,,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Baitur Rahman,Sunter Agung Rt. 003/01,Slamet,,1987,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Al-Barokah,Sunter Agung Rt. 002/01,H. Achmad,Hak Milik,1988,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla As-Sohabah,Sunter Agung Rt. 013/03,D. Nasro,Hak Milik,,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Al-Mukmin,Sunter Agung Rt. 007/01,Eri Mujari,Hak Milik,,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Yaqin,Sunter Agung Rt. 002/03,Samyono,Hak Milik,,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Sunter Agung,Nurul Yaqien,Sunter Agung Rt. 001/07,Djaelani,Hak Milik,,Permanen,,,,,,74,74,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Huda,Sunter Agung Rt. 004/07,Dullah Hasmid,Hak Milik,,Permanen,,,,,,75,80,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Al-Rohman,Sunter Agung Rt. 004/03,H. Hasan Sahran,Hak Milik,,Permanen,,,,,,75,75,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Darul Falah,Sunter Agung Rt. 008/04,Bahrudin,Hak Milik,,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Islam,Sunter Agung Rt. 005/06,Masran,Hak Milik,,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Bustanul Huda,Sunter Agung  Rt. 004/07,Surya Suryadi,,,Permanen,,,,,,80,100,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Al-Magfiroh,Jl. RS Ancol  Rt. 011/02,Saini,Hak Milik,,Permanen,,,,,,90,90,
Jakarta Utara,Tanjung Priok,Sunter Agung,Nurul Yaqin,Sunter Agung Rt. 011/07,M. Jailani,Hak Milik,,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Iman,Sunter Agung Rt. 012/01,"Syarif, AR",Hak Milik,,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Baitul Hikmah,Sunter Agung Rw.08,Surya Suryadi,Negara,,Permanen,,,,,,100,120,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Islah,Sunter Agung Rt. 007/07,H. Dadang Meness,Hak Milik,,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Al-Khairiyah,Sunter Agung Rt. 008/03,Sadimin,Hak Milik,,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Al-Amanah,Jl. Sunter Karya Rw. 013,Ir. Anamta,Negara,,Permanen,,,,,,120,200,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Dinnul Qiyyamah,Sunter Agung Rw. 02,Muksaprawi,Negara,,Permanen,,,,,,140,200,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Al-Hidayah,Sunter Agung Rt. 004/06,H. Ismail,Negara,1983,Permanen,,,,,,150,200,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Nurul Huda,Sunter Agung Rt. 010/06,H. SD. Mariman,Hak Milik,1972,Permanen,,,,,,188,188,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Nurul Qulub,Sunter Agung Rt.       /06,Maskan,Hak Milik,1988,Permanen,,,,,,200,228,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Al-Jihad,Sunter Agung Rt. 010/04,Edy Suparman,Negara,1987,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Nurul Wathan,Komp. Sekneg RI Rt. 005/10,M. Surachmat,Negara,1978,Permanen,,,,,,200,300,
Jakarta Utara,Tanjung Priok,Sunter Agung,Gereja Pantekosta,Rt. 001/16,Permin Panjaitan,,1989,,Swadaya Masa,,,,450,275,345,
Jakarta Utara,Tanjung Priok,Sunter Agung,Gereja Santo Lucas,Rt. 005/07,Salvatore Sabato,,1986,,Swadaya Masa,,,,500,275,345,
Jakarta Utara,Tanjung Priok,Sunter Agung,Gereja Pantekosta,Rt. 008/08,Benny Runtu Welau,,1982,,Swadaya Masa,,,,500,275,345,
Jakarta Utara,Tanjung Priok,Sunter Agung,Gereja Bethel Tabernakel,Rt. 009/14,Ga Handoko,,1980,,Swadaya Masa,,,,450,275,345,
Jakarta Utara,Tanjung Priok,Sunter Agung,Musholla Nurul Falah,Sunter Agung Rt. 011/06,Sutarno,Hak Milik,,Permanen,,,,,,281,281,
Jakarta Utara,Tanjung Priok,Sunter Agung,Gereja Protestan,Rt. 006/07,J. Karun Deng,,1988,,Swadaya Masa,,,,500,300,345,
Jakarta Utara,Tanjung Priok,Sunter Agung,Gereja Protestan,Rt. 006/08,Raamses Singh,,1969,,Swadaya Masa,,,,500,300,250,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid An-Noor,Sunter Agung Rt. 016/03,"Drs. Mustari, AG",Hak Milik,1983,Permanen,,,,,,300,715,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Al-Muttaqin,Sunter Agung Rt. 001/02,AA. Noor,Hak Milik,1972,Permanen,,,,,,300,1000,
Jakarta Utara,Tanjung Priok,Sunter Agung,Vihara Jak Dhamacakka Jaya,Rt. 013/11,Sdr. Santoso,,1989,,Swadaya Masa,,,,450,350,345,
Jakarta Utara,Tanjung Priok,Sunter Agung,Vihara Dharma Jayan Senen,Rt. 004/18,Sopian,,1989,,Swadaya Masa,,,,450,350,345,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid At-Taqwa,St Muara Rt. 002/05,S. Sudjoko,Hak Milik,1975,Permanen,,,,,,450,540,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Ar-Rohmah,Komp. Univ. 17 Agustus,Untag,Negara,,Permanen,,,,,,500,500,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Al-Muttaqin,Sunter Agung Rt. 003/15,Z. Daulay,Negara,1962,Permanen,,,,,,776,2000,
Jakarta Utara,Tanjung Priok,Sunter Agung,Masjid Al-Ikhlash,Sunter Agung Rt. 015/01,"E, Ernawan",Negara,,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Baitu Sobirin,Sunter Jaya Rt.  005,Mamun,Hak Milik,1988,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Al-Hidayah,Sunter Jaya Rt.  012/07,Artin,Hak Milik,1980,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Al-Jihadiyah,Sunter Jaya Rt.  009/02,M. Syarif,Hak Milik,1970,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Nurul Huda,Sunter Jaya Rt.  008/05,M. Sukardi,Hak Milik,1983,Permanen,,,,,,54,54,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Darul Falah,Sunter Jaya Rt.  009/03,Kasimun Hidayat,Hak Milik,1988,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Al-Taqwa,Sunter Jaya Rt.  013/02,Jaeni,Hak Milik,1985,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Ikhlas,Kp. Kedondong Rw.06,Husain M. Soleh,Hak Milik,1983,Permanen,,,,,,80,336,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla An-Nur,Sunter Jaya Rt.  013/02,Sakri Nata W,Hak Milik,1981,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Quba,Sunter Bantengan,M. Sudarsono,Hak Milik,1983,Permanen,,,,,,92,270,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Al-Mujahidin,Sunter Jaya Rt.  003/01,Marsudi,Hak Milik,1980,Permanen,,,,,,94,94,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Gereja GKII Sunter,Jl. Danau Indah Barat B1/10-11,Henricus H. SH,,1992,,Swadaya Masa,,,,100,95,95,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Barokah,Sunter Jaya Rt. 015/01,H. Ambosaga,Hak Milik,2000,Permanen,,,,,,100,5000,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Nurul Ikhlas,Sunter Jaya Rt.  006/05,Syahri MD,Hak Milik,1980,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Al-Istiqomah,Sunter Jaya Rt.  003/09,HM. Zen,Hak Milik,1970,Permanen,,,,,,100,140,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Raudatul jannah,Sunter Jaya Rt.  019/10,"Edi Zubaedi, BA",Hak Milik,1985,Permanen,,,,,,108,108,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Baitul Muttaqin,Sunter Jaya RW.06,Wahyudin,Hak Milik,1985,Permanen,,,,,,120,300,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Nurul Iman,Sunter Jaya Rt.  009/02,Muhammad,Hak Milik,1981,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Baitu Rohim,Sunter Jaya Rt.  008/11,HM. Husain,Hak Milik,1980,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Ar-Rohman,Sunter Jaya Rw.11,H. Salim,Hak Milik,1970,Permanen,,,,,,120,200,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Mukhlis,Sunter Jaya Rt. 012/07,H.A Rahman,Hak Milik,1975,Permanen,,,,,,135,135,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Al-Mukhlis,Sunter Jaya Rt.  013/02,HA. Rahman,Hak Milik,1975,Permanen,,,,,,135,135,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Gereja GPR Pantekosta Rohmat,Jl. Bentengan Mas VII Rt. 004,Louis,,1986,,Swadaya Masa,,,,450,150,250,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Gereja GPIB Marahanata,Jl. Sunter Indah Raya Blok I,S. Tambunan,,1980,,Swadaya Masa,,,,450,150,250,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Iman,Sunter Jaya Rt. 013/05,Ust. Soleh,Hak Milik,2000,Permanen,,,,,,150,150,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Darus Salam,Sunter Kangkung Rw.01,HA. Wahid Hasym,Hak Milik,1990,Permanen,,,,,,150,276,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Salat,Jl. Skip Raya Rw.06,Drs. Sukarno,Negara,1985,Permanen,,,,,,150,150,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Gereja GKI Suster Indah,Jl. Sunter Indah Raya Blok I,Paulus. A,,1998,,Swadaya Masa,,,,450,175,345,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Baitur Rohman,Sunter Jaya Rt.  001/11,H. ASemi,Hak Milik,1960,Permanen,,,,,,175,175,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Huda,Sunter Jaya Rt. 008/07,"Mustofa, BA",Hak Milik,1976,Permanen,,,,,,180,260,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Falah,Sunter Jaya  Rt. 006/02,Fathur Rodji,Negara,1985,Permanen,,,,,,180,180,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Gereja GSGA Air Kehidupan,Jl. Telaga Murni/41 Rt. 005/05,Andreas. B,,1990,,Swadaya Masa,,,,450,200,345,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Sifa,Sunter Jaya Rt. 004,HM. Akbar,Negara,1983,Permanen,,,,,,225,900,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Falah,Kp. Bantengan Rt. 004/05,Ngamil Bachrudin,Negara,1981,Permanen,,,,,,233,260,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Hikmah,Blok O Sunter Jaya,"Rahmatullah, SHI",Negara,,Permanen,,,,,,240,240,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Nurul Huda,Sunter Jaya Rt.  008/08,"Mustofa,BA",Hak Milik,1976,Permanen,,,,,,260,160,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Gereja GKSI Suster,Jl. Kedongdong II/1 Rt. 010,Petrus. D,,1988,,Swadaya Masa,,,,500,275,345,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Gereja Patra Noel Santo Yohanes,Jl. Danau Indah Rw. 14,Noel,,1991,,Swadaya Masa,,,,200,300,183,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Khaharuba,Komp. PLN Jakut,H. Maulana Mahdul,Negara,1995,Permanen,,,,,,300,300,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Baitul Iman,Jl. H. Amsir Rw.07,HM. Ayub,Negara,1981,Permanen,,,,,,300,500,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Khoirul Biqo,Kp. Bendungan Dempet,A. Ahmad Syam,Negara,,Permanen,,,,,,342,440,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Musholla Al-Hidayah,Sunter Jaya Rw.09,J. Kamaludin,Hak Milik,1975,Permanen,,,,,,400,500,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nur Islam,Sunter Jaya RW.05,Bambang Sunano,Hak Milik,,Permanen,,,,,,400,500,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Bahrul Amiq,Sunter Jaya Rw.12,H. Syarif,Negara,1997,Permanen,,,,,,400,400,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Hikmah,Sunter Jaya Rt. 007/03,H. Darwanto,Negara,1966,Permanen,,,,,,400,400,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Wathoniyah,Komp. DKI Rw.03,Drs. Sukarno,Negara,1994,Permanen,,,,,,500,800,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Muflihun,Sunter Jaya Rt. 004/06,H. Simin,Negara,1984,Permanen,,,,,,500,1000,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Nurul Iman,Komp. Gudpusran Rw.011,Moh Yusuf,Negara,,Permanen,,,,,,500,500,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid At-Taqwa,Pulo Besar Gg. Mesjid Rt. 002/01,H. Mahjum,Hak Milik,,Permanen,,,,,,555,792,
Jakarta Utara,Tanjung Priok,Sunter Jaya,Masjid Al-Barokah,Jl. Mad 15 Rt. 006/09,HM. Marji,Hak Milik,,Permanen,,,,,,585,630,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Tsamratul Hidayah,Kp. Bahari Rt. 005/01,Ponidin,Negara,1964,Permanen,,,,,,38,38,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla An-Nur,Muara bahari Rt. 007/11,Eddy Saroni,Negara,1956,Permanen,,,,,,40,40,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Puspitah,Jl. Tembag Rw. 08,Samsuddin,Negara,,Permanen,,,,,,40,40,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Babut Taqwa,Kp. Bahari Rt. 004/06,HM. Soleh,Negara,1968,Permanen,,,,,,42,42,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Al-Maruf,Muara bahari Rw. 11,M. Hasym,Negara,,Permanen,,,,,,45,45,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nur Azmi,Muara bahari Rw. 11,Santoso,Negara,,Permanen,,,,,,45,45,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Baitul Makmur,Kp. Bahari Rt.015/04,Syamsudin,Negara,,Permanen,,,,,,47,47,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Darus  Shalam,Muara bahari Rw. 12,Arsuddin,Negara,1972,Permanen,,,,,,48,48,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Falah,Kp. Bahari Rw. 06,Bajuri,Negara,1969,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Samrotul Hidayah,Kp. Bahari Rw. 01,H. Makmun,Negara,1967,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Sholah,Muara bahari Rw. 14,Hamsah,Negara,1956,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla At-Taqwa,Kp. Bahari Gg. Rt.009/04,Ibu Fatimah,Negara,,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Iman,Kp. Bahari Rw. 15,HM. Jafar,Negara,,Permanen,,,,,,55,55,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Al-Munawaroh,Kp. Bahari Rw. 01,Nursaid,Negara,,Permanen,,,,,,55,55,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla As-Surur,Kp. Bahari Rt. 003/04,Santono,Negara,1960,Permanen,,,,,,56,56,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nur-Ba'ats,Tj. Priok Rt. 003/07,Wahid Hasym,Negara,1964,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Baburrohman,Kp. Bahari I Rt. 001/05,Sarman AS,Negara,,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Baburrohman,Jl. Tenggiri Rw. 08,Slamet Suyanto,Negara,,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Hidayah,Kp. Mr. Bahari Rt. 010/04,M. Toyyib,Negara,1969,Permanen,,,,,,64,171,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Huda,Muara bahari Rw. 11,Tugiya,Negara,1969,Permanen,,,,,,65,65,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Hikmah,Kp. Bahari Rtw. 03,Rais,Negara,1966,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Fadilah,Kp. Bahari II Rt. 007/05,Drs. Ahmad Dirjo,Negara,1964,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Amien,Rw. 6 - 7,HM. Ibrahim,Negara,,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Jannah,Lorong W  Rt. 007/06,Kusmin,Negara,,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Jannah,Kp. Bahari Rw.11 Komp. PJKA,Sarwam,Negara,,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid A. Sattar,Jl. Penjalai Ujung,HM Yunus,Hak Milik,1986,Permanen,,,,,,72,100,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Jihad,Kp. Mr. Bahari Rt. 010/12,Drs. Usman,Hak Milik,1969,Permanen,,,,,,72,100,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Huda,Tj. Priok Rt. 005/07,Markaban,Negara,,Permanen,,,,,,73,73,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurul Islami,Lorong W  Pos 8 Rw. 16,Ahmad Holil,Negara,,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musyawarah,Kp. Bahari V Rt. 001/09,Sutamo,Negara,,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Baitul Makmur,Rt. 015/04 Tj. Priok,Syamsudin,Negara,1979,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nururohmah,Kp. Bahari Rt. 005/06,M. Dahlan,Negara,1970,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Baitul Muslimin,Kp. Bahari Gg. V Rt. 005/03,Kukun Sunarya,Negara,1962,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Khairiyah,Kp. Bahari Rt. 007/14,Kusiyadi,Negara,,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Mustaqim,Kp. Bahari  IV/192 Rt. 007/03,H. Holil Darusalam,Negara,1984,Permanen,,,,,,120,200,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Al-Falah,Kp. Bahari Gg. 5 Rt.003/02,H. Amien,Negara,,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Nurul Falah,Jl. Turbin 13 PLTU,H. Jafar BA,Negara,1969,Permanen,,,,,,125,125,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Khadimatul Taqwa,Jl. Martadinata,B. Hasibuan,Hak Milik,1966,Permanen,,,,,,150,200,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Attobiyah,Bahari VIII Gg. V Rt. 009/02,Hasym,Negara,1996,Permanen,,,,,,150,150,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Jamiatul Islam,Jl. Y Barat Rt. 004/16,M. Solikhan,Negara,1984,Permanen,,,,,,150,240,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Nurus Saadah,Kp. Bahari III Rt. 012/04,M. Kasma,Negara,1970,Permanen,,,,,,150,150,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Nurul Falah,Muara Bahari Rt. 001/05,,Negara,,Permanen,,,,,,160,200,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Nurul Jannah,Komp. PJKA Rt. 004/11,Sarwan,Negara,1976,Permanen,,,,,,196,218,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid An-Nikmah,Jl. Kp. Bahari II/23,H. Elon H,Hak Milik,1984,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Musholla Baitul Ikhsan,Kp. Bahari Rt. 002/06,Muhadi,Negara,1968,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Babur Rohman,Jl. Bahari III/38 Rt. 004/10,Koharuddin,Negara,1967,Permanen,,,,,,200,207,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Nurul Iman,Kp. Mr. Bahari Rt. 008/15,Andi Hasbullah,Hak Milik,1980,Permanen,,,,,,254,253,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Baitul Latif,Pelabuhan Nusantara,Masri,Negara,1984,Permanen,,,,,,256,256,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid At Thoyibah,Jl. Kp. Bahari II/47 Rt. 007/02,Trimo AS,Hak Milik,1958,Permanen,,,,,,270,298,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Nurul Ikhwan,Pasific Faint martadinata,Ahfas,Negara,1979,Permanen,,,,,,300,540,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid At-Taqwa,Jl. Bak Air Rt. 010/13,M. Abd. Rosyid,Hak Milik,1966,Permanen,,,,,,500,775,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Baitul Muslimin,Jl. Padamarang Pel. 1,Hasan,Negara,1982,Permanen,,,,,,500,600,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid At-Taqwa,PT. Rukindo PLTU Priok,H. Syafe'i,Negara,1980,Permanen,,,,,,500,2000,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Muqqarobin,Jl. Enggano No. 50 Rt. 006/06,H. Tubagus,Hak Milik,1972,Permanen,,,,,,714,714,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Istiqomah,Jl.  Tawes 21-22 Rt. 004/08,KH. S. Hamidan,Hak Milik,1967,Permanen,,,,,,900,1600,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Husna,Jl. Enggano No. 1,H. Azis Hayatudin,Hak Milik,1966,Permanen,,,,,,2000,6000,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Quba,Jl. Z barat Rw. 06,,Negara,1990,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Huda,Jl. Industri PT. Inggom,,Negara,,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Al-Ikhlas,Jl. Industri PT. Koja,,Negara,,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid An-Nur,Jl. Industri PT. KKM,,Negara,,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Tanjung Priok,Masjid Baitul Ihsan,Jl. Bahari IIII Rt. 002/ 06,Drs. HM. Zuhri,Hak Milik,2005,,,,,,,,,
